actions,category,drugbank_id,known_action,organism,uniprot_id
substrate,transporter,DB09343,unknown,Humans,Q96FL8
substrate,enzyme,DB09344,no,Humans,P35557
substrate,enzyme,DB09344,no,Geobacillus stearothermophilus,P00512
substrate,transporter,DB09344,no,Humans,P11168
substrate,transporter,DB09344,unknown,Humans,P22732
binder,carrier,DB09347,no,Humans,P02768
binder,carrier,DB09348,no,Humans,P02768
antagonist,target,DB09351,yes,Humans,P08588
substrate,enzyme,DB09351,no,Humans,P10635
inhibitor,target,DB09363,yes,Humans,Q05940
inhibitor,transporter,DB09363,unknown,Humans,P23975
inhibitor,transporter,DB09363,unknown,Humans,Q99870
agonist,target,DB09369,yes,Humans,P03372
,target,DB09371,unknown,Humans,P03372
,target,DB09371,unknown,Humans,P10275
,target,DB09371,unknown,Humans,P04278
substrate,enzyme,DB09371,no,Humans,P08684
cofactor,enzyme,DB09374,yes,Humans,O75874
catalytic activity,enzyme,DB09374,yes,Humans,O94925
transporter,transporter,DB09374,yes,Humans,Q92887
substrate,transporter,DB09374,no,Humans,O95342
substrate,enzyme,DB09378,no,Humans,P08684
substrate,enzyme,DB09381,unknown,Humans,P08684
inducer,carrier,DB09381,no,Humans,P05543
substrate|inducer,enzyme,DB09383,no,Humans,P08684
inducer,enzyme,DB09383,unknown,Humans,P20815
,carrier,DB09383,unknown,Humans,P02768
binder,target,DB09389,yes,Humans,P06401
inhibitor,target,DB09389,yes,Humans,P18405
agonist,target,DB09389,unknown,Humans,P10275
substrate,enzyme,DB09389,unknown,Humans,P08684
inhibitor,enzyme,DB09389,unknown,Humans,P11511
substrate,enzyme,DB09395,unknown,Humans,Q9NR19
,target,DB09401,unknown,Humans,P10415
,target,DB09401,unknown,Humans,Q07817
,target,DB09401,unknown,Humans,Q07820
cofactor,enzyme,DB09413,yes,Bos taurus,P19111
inhibitor,target,DB09418,yes,Humans,Q92911
binder,carrier,DB09418,unknown,Humans,P02768
ligand,target,DB09421,yes,Humans,P34981
activator,target,DB09422,yes,Humans,Q07869
substrate,transporter,DB09449,no,Humans,Q8WUM9
substrate,transporter,DB09449,no,Humans,Q08357
substrate,transporter,DB09449,no,Humans,Q06495
substrate,transporter,DB09449,no,Humans,O95436
substrate,transporter,DB09449,no,Humans,Q8N130
inducer,enzyme,DB09456,unknown,Humans,P05177
catalytic activity,enzyme,DB09459,yes,Humans,Q9P2W7
catalytic activity,enzyme,DB09459,yes,Humans,Q9NWT6
inhibitor,target,DB09460,unknown,Humans,P00915
inhibitor,target,DB09460,unknown,Humans,P00918
inhibitor,target,DB09460,unknown,Humans,P22748
inhibitor,target,DB09460,unknown,Humans,Q16790
agonist,target,DB09462,yes,Humans,Q03181
,target,DB09462,unknown,Humans,O60760
,target,DB09462,unknown,Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10),P37700
,target,DB09462,unknown,Humans,P09211
,target,DB09462,unknown,Humans,Q9NZK7
,target,DB09462,unknown,Humans,Q9NPH2
,target,DB09462,unknown,Ensifer meliloti,P13632
,target,DB09462,unknown,Humans,P00325
,target,DB09462,unknown,Humans,Q14643
,target,DB09462,unknown,Humans,P09466
,target,DB09462,unknown,Humans,P17050
,target,DB09462,unknown,Pseudomonas stutzeri,Q52369
,target,DB09462,unknown,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949),Q93PP9
,target,DB09462,unknown,Humans,P37173
,target,DB09462,unknown,Escherichia coli (strain K12),P0A6E4
,target,DB09462,unknown,Enterococcus hirae,Q8GR70
,target,DB09462,unknown,Humans,P84077
,target,DB09462,unknown,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),P52477
,target,DB09462,unknown,Humans,O43252
,target,DB09462,unknown,Escherichia coli (strain K12),P06988
,target,DB09462,unknown,Escherichia coli (strain K12),P23367
,target,DB09462,unknown,Escherichia coli (strain K12),P0AER0
,target,DB09462,unknown,Escherichia coli (strain K12),P69924
,target,DB09462,unknown,Escherichia coli (strain K12),P17802
,target,DB09462,unknown,Humans,O14717
substrate,enzyme,DB09462,unknown,Humans,P00352
inducer,enzyme,DB09462,unknown,Humans,P05181
inhibitor,target,DB09472,yes,Humans,P00918
inhibitor,target,DB09472,yes,Humans,P00915
inhibitor,target,DB09477,yes,Humans,P12821
,target,DB09477,unknown,Humans,P46663
substrate,carrier,DB09479,yes,Humans,P54710
substrate,carrier,DB09479,yes,Humans,P05023
substrate,carrier,DB09479,yes,Humans,P05026
substrate,carrier,DB09479,yes,Humans,P14415
substrate,carrier,DB09479,yes,Humans,P54709
substrate,carrier,DB09479,yes,Humans,Q13733
substrate,carrier,DB09479,yes,Humans,P50993
substrate,carrier,DB09479,yes,Humans,P13637
substrate,transporter,DB09481,no,Humans,Q9BX84
substrate,transporter,DB09481,no,Humans,Q96GZ6
substrate,transporter,DB09481,no,Humans,Q9H8M5
substrate,transporter,DB09481,no,Humans,Q96QT4
antagonist,target,DB09488,yes,Humans,P35367
cofactor,enzyme,DB09498,no,Humans,P10696
cofactor,enzyme,DB09498,no,Humans,P05186
inducer,transporter,DB09498,no,Humans,P32418
inducer,transporter,DB09498,no,Humans,Q9P0X4
substrate,enzyme,DB09499,yes,Humans,Q16762
substrate,enzyme,DB09502,yes,Humans,P19367
substrate,transporter,DB09502,yes,Humans,P14672
substrate,transporter,DB09502,yes,Humans,P11168
substrate,transporter,DB09502,yes,Humans,P11166
substrate,transporter,DB09502,yes,Humans,P11169
substrate,transporter,DB09502,yes,Humans,Q9NRM0
substrate,transporter,DB09502,yes,Humans,P22732
substrate,transporter,DB09502,yes,Humans,Q9UGQ3
substrate,transporter,DB09502,yes,Humans,Q6PXP3
substrate,transporter,DB09502,yes,Humans,Q9NY64
substrate,transporter,DB09502,yes,Humans,O95528
substrate,transporter,DB09502,yes,Humans,Q9BYW1
substrate,transporter,DB09502,yes,Humans,Q8TD20
substrate,target,DB09510,yes,Helicobacter pylori,Q8KT33
substrate,target,DB09513,yes,Helicobacter pylori,Q8KT33
binding,target,DB09517,yes,Humans,P02792
binding,target,DB09517,unknown,Humans,P69905
binding,target,DB09517,yes,Humans,P68871
inhibitor,target,DB09526,yes,Humans,P14679
,carrier,DB09526,unknown,Humans,P02768
ligand,target,DB09532,yes,Humans,P47872
,target,DB09535,unknown,Humans,P03372
,target,DB09535,unknown,Humans,Q92731
,target,DB09536,unknown,Humans,Q9UEW3
inhibitor,target,DB09539,unknown,Humans,P36956
inhibitor,enzyme,DB09539,unknown,Humans,P35610
substrate,transporter,DB09546,no,Humans,P23975
inhibitor,target,DB09552,yes,Humans,P21283
antagonist,target,DB09555,yes,Humans,P35367
substrate|inhibitor,enzyme,DB09555,no,Humans,P10635
substrate,enzyme,DB09555,unknown,Humans,P08684
substrate|inhibitor,carrier,DB09555,unknown,Humans,O15245
inhibitor,carrier,DB09555,unknown,Humans,O15244
antagonist,target,DB09559,yes,Humans,P00533
ligand,target,DB09564,yes,Humans,P06213
,target,DB09564,unknown,Humans,P08069
inducer,enzyme,DB09564,unknown,Humans,P05177
,carrier,DB09564,unknown,Humans,P02768
antagonist,target,DB09568,yes,Humans,Q96PD7
potentiator,target,DB09568,yes,Humans,Q99714
potentiator,target,DB09568,yes,Humans,P30084
potentiator,target,DB09568,yes,Humans,Q16836
potentiator,target,DB09568,yes,Humans,Q9GZR5
stimulator,target,DB09568,yes,Humans,P06858
substrate,enzyme,DB09568,no,Humans,P78329
binder,carrier,DB09568,no,Humans,Q9UKL6
binder,carrier,DB09568,no,Humans,P30086
substrate,enzyme,DB09570,unknown,Humans,P08684
substrate,enzyme,DB09570,unknown,Humans,P05177
substrate,enzyme,DB09570,unknown,Humans,P20813
substrate,enzyme,DB09570,unknown,Humans,P10632
substrate,enzyme,DB09570,unknown,Humans,P10635
substrate,enzyme,DB09570,unknown,Humans,P33261
substrate,enzyme,DB09570,unknown,Humans,P11712
ligand,enzyme,DB09571,unknown,Humans,P11086
agonist,target,DB10770,unknown,Humans,P05231
agonist,target,DB10770,yes,Humans,P17948
agonist,target,DB10770,unknown,Humans,P14778
agonist,target,DB10770,unknown,Humans,P37173
agonist,target,DB10770,unknown,Humans,P05230
agonist,target,DB10770,unknown,Humans,P01579
agonist,target,DB10770,unknown,Humans,P21802
agonist,target,DB10770,unknown,Humans,P15509
agonist,target,DB10770,unknown,Humans,P09619
agonist,target,DB10770,unknown,Humans,P01137
agonist,target,DB10770,unknown,Humans,P01375
agonist,target,DB10772,yes,Humans,P05230
agonist,target,DB10772,yes,Humans,P00533
agonist,target,DB10772,yes,Humans,P15509
agonist,target,DB10772,yes,Humans,P01584
agonist,target,DB10772,yes,Humans,P05231
agonist,target,DB10772,yes,Humans,P01579
agonist,target,DB10772,unknown,Humans,P21802
agonist,target,DB10772,yes,Humans,P16234
agonist,target,DB10772,yes,Humans,P37173
agonist,target,DB10772,yes,Humans,P01137
agonist,target,DB10772,yes,Humans,P01375
agonist,target,DB10772,yes,Humans,P15692
binder,target,DB11059,unknown,Humans,P11166
antagonist,target,DB11064,unknown,Humans,P06401
antagonist,target,DB11064,unknown,Humans,P10275
,target,DB11064,unknown,Humans,P03372
antagonist,target,DB11071,unknown,Humans,P23219
antagonist,target,DB11071,unknown,Humans,P35354
,target,DB11075,unknown,Humans,P16422
other,target,DB11077,unknown,Humans,P22413
,target,DB11077,unknown,Humans,Q9BUP3
substrate,enzyme,DB11077,unknown,Humans,Q02928
substrate,enzyme,DB11077,unknown,Humans,P11766
substrate,enzyme,DB11077,unknown,Humans,P50225
inhibitor,target,DB11079,yes,Humans,P23219
inhibitor,target,DB11079,yes,Humans,P35354
inactivator,target,DB11081,unknown,Humans,P00367
,target,DB11085,unknown,Humans,P07202
,target,DB11087,unknown,Humans,O75469
agonist,target,DB11090,unknown,Humans,Q12809
substrate,enzyme,DB11090,unknown,Enterobacter cloacae,P71278
substrate,transporter,DB11090,unknown,Humans,P15941
substrate,enzyme,DB11091,unknown,Humans,P07203
substrate,enzyme,DB11091,unknown,Humans,P04040
inhibitor,enzyme,DB11091,unknown,Humans,P10696
agonist,target,DB11093,yes,Humans,P41180
ligand,target,DB11093,no,Humans,P27797
ligand,target,DB11093,unknown,Humans,Q99828
agonist,target,DB11093,unknown,Humans,O75340
ligand,target,DB11093,unknown,Humans,P30626
agonist,target,DB11093,unknown,Humans,Q99653
ligand,target,DB11093,no,Humans,P09486
ligand,target,DB11093,no,Humans,P27824
ligand,target,DB11093,no,Humans,P35556
ligand,target,DB11093,no,Humans,P04271
ligand,target,DB11093,no,Humans,O14958
ligand,target,DB11093,no,Humans,Q15493
ligand,target,DB11093,no,Humans,Q9UBV8
ligand,target,DB11093,unknown,Humans,P06703
ligand,target,DB11093,no,Humans,P13693
ligand,target,DB11093,unknown,Humans,O75838
ligand,target,DB11093,no,Humans,Q99584
ligand,target,DB11093,no,Humans,P31415
ligand,target,DB11093,unknown,Humans,Q02818
ligand,target,DB11093,unknown,Humans,P80303
agonist,target,DB11093,unknown,Humans,P0DP23
ligand,target,DB11093,unknown,Humans,Q75N90
ligand,target,DB11093,unknown,Humans,P28676
agonist,target,DB11093,unknown,Humans,Q9ULU8
agonist,target,DB11093,unknown,Humans,P0DP24
agonist,target,DB11093,unknown,Humans,P0DP25
ligand,target,DB11093,unknown,Humans,Q96FQ6
ligand,target,DB11093,unknown,Humans,P22676
ligand,target,DB11093,unknown,Humans,Q13938
agonist,target,DB11093,unknown,Humans,Q86UW7
ligand,target,DB11093,unknown,Humans,Q96L12
agonist,target,DB11093,unknown,Humans,Q9ULB1
ligand,target,DB11093,unknown,Humans,P62166
substrate,carrier,DB11093,no,Humans,P05937
substrate,carrier,DB11093,no,Humans,P29377
substrate,carrier,DB11093,no,Humans,P02768
substrate,transporter,DB11093,no,Humans,Q9H1D0
substrate,transporter,DB11093,no,Humans,P32418
substrate,transporter,DB11093,no,Humans,Q9NQA5
substrate,transporter,DB11093,unknown,Humans,P21817
substrate,transporter,DB11093,unknown,Humans,Q92736
substrate,transporter,DB11093,unknown,Humans,Q9P0L9
substrate,transporter,DB11093,unknown,Humans,Q15413
substrate,transporter,DB11093,unknown,Humans,Q7Z443
substrate,transporter,DB11093,unknown,Humans,Q8NEC5
substrate,transporter,DB11093,unknown,Humans,O00555
substrate,transporter,DB11093,unknown,Humans,Q15878
,target,DB11094,unknown,Humans,P11473
,target,DB11094,unknown,Humans,P02774
substrate,enzyme,DB11094,yes,Humans,Q6VVX0
substrate,enzyme,DB11094,yes,Humans,O15528
substrate,enzyme,DB11094,no,Humans,P08684
substrate,enzyme,DB11095,unknown,Humans,P15085
substrate,transporter,DB11098,no,Humans,P55011
substrate,transporter,DB11098,no,Humans,Q13621
substrate,carrier,DB11100,no,Humans,P05543
agonist|activator,target,DB11113,yes,Humans,P43115
agonist,target,DB11113,unknown,Humans,P35408
substrate,enzyme,DB11118,unknown,Humans,Q9UI32
substrate,enzyme,DB11118,unknown,Humans,P15104
substrate,enzyme,DB11118,unknown,Humans,P31327
,target,DB11120,unknown,Humans,P28482
agonist,target,DB11124,yes,Humans,P35348
agonist,target,DB11124,yes,Humans,P35368
agonist,target,DB11124,yes,Humans,P08913
agonist,target,DB11124,yes,Humans,P18089
agonist,target,DB11124,yes,Humans,P18825
agonist,target,DB11124,yes,Humans,P08588
agonist,target,DB11124,yes,Humans,P07550
antagonist,target,DB11124,yes,Humans,P25100
agonist,target,DB11124,yes,Humans,P13945
activator,enzyme,DB11127,yes,Humans,P07203
substrate,enzyme,DB11127,yes,Humans,Q16881
transporter,transporter,DB11127,no,Humans,P49908
agonist,target,DB11130,yes,Humans,P41143
agonist,target,DB11130,yes,Humans,P41145
agonist,target,DB11130,yes,Humans,P35372
substrate,enzyme,DB11130,no,Humans,P10635
substrate,enzyme,DB11130,no,Humans,P08684
binder,carrier,DB11130,no,Humans,P02768
binder,carrier,DB11130,no,Humans,P61769
agonist|activator,target,DB11131,yes,Humans,Q8NER1
,target,DB11132,unknown,Humans,Q9UEW3
ligand,target,DB11133,yes,Humans,P37231
activator,target,DB11133,unknown,Humans,Q07869
inhibitor,target,DB11133,unknown,Humans,P36956
substrate,enzyme,DB11133,unknown,Humans,P35354
substrate,enzyme,DB11133,unknown,Humans,P09917
binder,carrier,DB11134,unknown,Humans,P02768
binder,carrier,DB11134,unknown,Humans,P00450
substrate,enzyme,DB11135,no,Humans,Q96I15
substrate,enzyme,DB11135,no,Humans,P00390
substrate,enzyme,DB11135,no,Humans,Q16881
substrate,target,DB11136,unknown,Humans,P00167
binder,carrier,DB11136,unknown,Humans,P02787
inhibitor,target,DB11148,unknown,Humans,O75762
inhibitor,target,DB11148,unknown,Humans,Q9HBA0
substrate,enzyme,DB11148,no,Humans,P06276
substrate,carrier,DB11148,no,Humans,P02763
substrate,carrier,DB11148,no,Humans,P02768
antagonist,target,DB11155,yes,Staphylococcus aureus (strain MRSA252),Q6GI75
inducer,enzyme,DB11155,unknown,Humans,P04798
inducer,enzyme,DB11155,unknown,Humans,Q16678
,target,DB11156,unknown,Humans,Q9HC97
antagonist|agonist,target,DB11156,no,Humans,P11229
substrate,enzyme,DB11156,unknown,Humans,Q02928
antagonist,target,DB11157,yes,Humans,P35908
agonist,target,DB11157,unknown,Humans,Q9UQF2
antagonist,target,DB11157,yes,Humans,Q99456
inverse agonist,target,DB11160,yes,Mouse,P70174
inhibitor,target,DB11166,yes,Humans,P00734
inhibitor,target,DB11166,yes,Humans,P00742
antagonist,target,DB11181,yes,Humans,P11229
antagonist,target,DB11181,yes,Humans,P08172
antagonist,target,DB11181,yes,Humans,P20309
antagonist,target,DB11181,yes,Humans,P08173
antagonist,target,DB11181,yes,Humans,P08912
substrate,enzyme,DB11181,unknown,Humans,P23141
ligand,enzyme,DB11182,unknown,Humans,P61626
binder,carrier,DB11182,unknown,Humans,P02768
binder,carrier,DB11182,unknown,Humans,P02788
binder,carrier,DB11182,unknown,Humans,P02787
agonist,target,DB11186,yes,Humans,Q99720
inhibitor,target,DB11186,unknown,Humans,Q12809
agonist,target,DB11186,unknown,Humans,P41145
antagonist,target,DB11186,unknown,Humans,P35372
activator,target,DB11193,unknown,Humans,O00206
,target,DB11195,unknown,Arthrobacter sp. (strain NRRL B3728),P12070
,target,DB11195,unknown,Streptomyces rubiginosus,P24300
,target,DB11195,unknown,Streptomyces olivochromogenes,P15587
,target,DB11195,unknown,Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NCIMB 12654 / NBRC 102363 / 431),P12851
,target,DB11195,unknown,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),Q54873
inhibitor,enzyme,DB11198,unknown,Humans,P05177
inhibitor,enzyme,DB11198,unknown,Humans,P08684
antagonist,target,DB11201,yes,Humans,P23219
antagonist,target,DB11201,yes,Humans,P35354
inhibitor,target,DB11217,yes,Humans,P14679
,carrier,DB11217,unknown,Humans,P02768
antagonist,target,DB11219,unknown,Humans,P06401
antagonist,target,DB11219,unknown,Humans,P10275
,target,DB11219,unknown,Humans,Q92731
,target,DB11219,unknown,Humans,P03372
binder,target,DB11221,unknown,Humans,P04278
binder,carrier,DB11221,unknown,Rat,P02773
antagonist,target,DB11235,yes,Humans,P35367
antagonist,target,DB11235,unknown,Humans,P11229
antagonist,target,DB11235,unknown,Humans,P08172
antagonist,target,DB11235,unknown,Humans,P20309
antagonist,target,DB11235,unknown,Humans,P08173
antagonist,target,DB11235,unknown,Humans,P08912
substrate,enzyme,DB11251,no,Humans,P78329
substrate,enzyme,DB11251,no,Humans,P08684
binder,carrier,DB11251,no,Humans,P98155
binder,carrier,DB11251,no,Humans,P01130
substrate,transporter,DB11251,no,Humans,P49638
substrate,transporter,DB11251,no,Humans,Q9UDX3
substrate,transporter,DB11251,no,Humans,O76054
substrate,transporter,DB11251,no,Humans,Q9UDX4
transporter,transporter,DB11251,no,Humans,Q0VD83
transporter,transporter,DB11251,no,Humans,Q8WTV0
transporter,transporter,DB11251,no,Humans,P08183
inhibitor,target,DB11254,unknown,Humans,P11387
inhibitor,target,DB11254,unknown,Humans,P21980
inhibitor,target,DB11254,unknown,Humans,P14679
substrate|cofactor,enzyme,DB11256,yes,Humans,Q99707
substrate,transporter,DB11256,unknown,Humans,Q96NT5
substrate,transporter,DB11256,unknown,Humans,P41440
substrate,enzyme,DB11273,no,Humans,P08684
agonist,target,DB11274,yes,Humans,P14416
partial agonist,target,DB11274,yes,Humans,P35462
substrate,enzyme,DB11274,no,Humans,P08684
agonist,target,DB11278,yes,Humans,P08588
agonist,target,DB11278,yes,Humans,P08913
binder,target,DB11294,unknown,Humans,P01892
,target,DB11294,unknown,Humans,P04439
,target,DB11294,unknown,Humans,P03989
,target,DB11300,unknown,Humans,P25116
,target,DB11300,unknown,Humans,Q96RI0
activator,target,DB11300,yes,Humans,P03951
activator,target,DB11300,yes,Humans,P00488
activator,target,DB11300,yes,Humans,P05160
activator,target,DB11300,yes,Humans,P02671
activator,target,DB11300,yes,Humans,P02675
activator,target,DB11300,yes,Humans,P02679
activator,target,DB11300,yes,Humans,P12259
activator,target,DB11300,yes,Humans,P00451
cleavage,target,DB11311,yes,Humans,P02671
cleavage,target,DB11311,yes,Humans,P02675
agonist,target,DB11311,yes,Humans,P00488
agonist,target,DB11311,yes,Humans,Q96IY4
substrate,enzyme,DB11311,no,Humans,P00742
antagonist,target,DB11323,yes,Humans,P23219
antagonist,target,DB11323,yes,Humans,P35354
agonist,target,DB11324,yes,Humans,Q8NER1
antagonist,target,DB11327,unknown,Humans,P35228
,target,DB11327,unknown,Humans,P35354
antagonist,target,DB11328,yes,Humans,Q9UNN8
antagonist,target,DB11338,unknown,Humans,P19320
,target,DB11338,unknown,Humans,P02778
,target,DB11338,unknown,Humans,P02452
,target,DB11338,unknown,Humans,P15509
agonist|activator,target,DB11345,yes,Humans,Q8NER1
agonist|activator,target,DB11345,yes,Humans,Q8NET8
inhibitor,target,DB11345,yes,Humans,O75762
activator,target,DB11345,yes,Humans,Q7Z2W7
agonist,target,DB11348,yes,Humans,P41180
ligand,target,DB11348,no,Humans,P27797
ligand,target,DB11348,unknown,Humans,Q99828
agonist,target,DB11348,unknown,Humans,O75340
ligand,target,DB11348,unknown,Humans,P30626
agonist,target,DB11348,unknown,Humans,Q99653
ligand,target,DB11348,no,Humans,P09486
ligand,target,DB11348,no,Humans,P27824
ligand,target,DB11348,no,Humans,P35556
ligand,target,DB11348,no,Humans,P04271
ligand,target,DB11348,no,Humans,O14958
ligand,target,DB11348,no,Humans,Q15493
ligand,target,DB11348,no,Humans,Q9UBV8
ligand,target,DB11348,unknown,Humans,P06703
ligand,target,DB11348,no,Humans,P13693
ligand,target,DB11348,unknown,Humans,O75838
ligand,target,DB11348,no,Humans,Q99584
ligand,target,DB11348,no,Humans,P31415
ligand,target,DB11348,unknown,Humans,Q02818
ligand,target,DB11348,unknown,Humans,P80303
agonist,target,DB11348,unknown,Humans,P0DP23
ligand,target,DB11348,unknown,Humans,Q75N90
ligand,target,DB11348,unknown,Humans,P28676
agonist,target,DB11348,unknown,Humans,Q9ULU8
agonist,target,DB11348,unknown,Humans,P0DP24
agonist,target,DB11348,unknown,Humans,P0DP25
ligand,target,DB11348,unknown,Humans,Q96FQ6
ligand,target,DB11348,unknown,Humans,P22676
ligand,target,DB11348,unknown,Humans,Q13938
agonist,target,DB11348,unknown,Humans,Q86UW7
ligand,target,DB11348,unknown,Humans,Q96L12
agonist,target,DB11348,unknown,Humans,Q9ULB1
ligand,target,DB11348,unknown,Humans,P62166
substrate,carrier,DB11348,no,Humans,P05937
substrate,carrier,DB11348,no,Humans,P29377
substrate,carrier,DB11348,no,Humans,P02768
substrate,transporter,DB11348,no,Humans,Q8WUM9
substrate,transporter,DB11348,no,Humans,Q08357
substrate,transporter,DB11348,no,Humans,Q06495
substrate,transporter,DB11348,no,Humans,O95436
substrate,transporter,DB11348,no,Humans,Q8N130
substrate,transporter,DB11348,no,Humans,Q9H1D0
substrate,transporter,DB11348,no,Humans,P32418
substrate,transporter,DB11348,no,Humans,Q9NQA5
substrate,transporter,DB11348,unknown,Humans,P21817
substrate,transporter,DB11348,unknown,Humans,Q92736
substrate,transporter,DB11348,unknown,Humans,Q9P0L9
substrate,transporter,DB11348,unknown,Humans,Q15413
substrate,transporter,DB11348,unknown,Humans,Q7Z443
substrate,transporter,DB11348,unknown,Humans,Q8NEC5
substrate,transporter,DB11348,unknown,Humans,O00555
substrate,transporter,DB11348,unknown,Humans,Q15878
ligand,enzyme,DB11358,no,Humans,Q9NYP7
ligand,enzyme,DB11358,no,Humans,O60427
ligand,enzyme,DB11358,unknown,Humans,O95864
,target,DB11359,unknown,Humans,P02768
agonist,target,DB11362,yes,Humans,P43119
substrate,enzyme,DB11362,no,Humans,P23141
substrate,enzyme,DB11362,no,Humans,P10632
substrate,enzyme,DB11362,no,Humans,P08684
substrate,transporter,DB11362,no,Humans,Q9Y6L6
substrate,transporter,DB11362,no,Humans,Q9NPD5
substrate,transporter,DB11362,no,Humans,P08183
inhibitor,target,DB11363,yes,Humans,Q9UM73
inhibitor,carrier,DB11363,no,Humans,P08183
inhibitor,transporter,DB11363,no,Humans,Q9UNQ0
inhibitor,target,DB11365,yes,Humans,Q92482
inhibitor,target,DB11365,unknown,Human immunodeficiency virus 1,Q72547
inhibitor,target,DB11367,yes,Escherichia coli (strain K12),P02919
substrate,enzyme,DB11367,no,Staphylococcus aureus,P00807
inhibitor,enzyme,DB11383,no,Humans,P08684
,target,DB11386,unknown,Humans,Q12809
,target,DB11397,unknown,Humans,P02787
,target,DB11397,unknown,Humans,P06276
,carrier,DB11397,unknown,Humans,P02768
inhibitor,enzyme,DB11400,no,Humans,P08684
inhibitor,enzyme,DB11404,unknown,Humans,P05177
inhibitor,enzyme,DB11405,no,Humans,P08684
,target,DB11421,unknown,Humans,Q494W8
,target,DB11429,unknown,Humans,P10275
binder,target,DB11431,yes,Onchocerca volvulus,Q25634
substrate,enzyme,DB11431,no,Humans,Q14097
substrate,transporter,DB11431,no,Humans,P08183
substrate,transporter,DB11431,no,Humans,Q9UNQ0
inhibitor,enzyme,DB11442,no,Humans,P08684
inhibitor,enzyme,DB11443,no,Humans,P05177
,target,DB11447,unknown,Humans,P10275
substrate,enzyme,DB11450,unknown,Humans,P05177
inhibitor,target,DB11455,unknown,Canis lupus familiaris,Q8SPQ9
inhibitor,enzyme,DB11459,no,Humans,P08684
inhibitor,enzyme,DB11470,no,Humans,P08684
inhibitor,enzyme,DB11471,no,Humans,P08684
inhibitor,enzyme,DB11475,no,Humans,P08684
,target,DB11478,unknown,Humans,P03372
,target,DB11478,unknown,Humans,P04278
substrate|inhibitor|inducer,enzyme,DB11487,no,Humans,P08684
inducer,enzyme,DB11487,unknown,Humans,P20815
inhibitor,enzyme,DB11491,no,Humans,P05177
inhibitor,target,DB11496,unknown,Humans,P07202
inhibitor,enzyme,DB11511,no,Humans,P05177
substrate,enzyme,DB11511,unknown,Humans,P04798
substrate,enzyme,DB11529,no,Humans,P08684
,target,DB11541,unknown,Humans,P03372
inhibitor,enzyme,DB11554,no,Humans,P08684
inhibitor,target,DB11560,yes,Humans,Q96S37
inhibitor,target,DB11560,yes,Humans,Q9NSA0
substrate,enzyme,DB11560,no,Humans,P11712
inducer,enzyme,DB11560,unknown,Humans,P08684
inducer,enzyme,DB11567,unknown,Humans,P05177
inducer,enzyme,DB11568,unknown,Humans,P05177
antibody,target,DB11569,yes,Humans,Q16552
activator,target,DB11571,yes,Humans,P12259
activator,target,DB11571,yes,Humans,P00451
activator,target,DB11571,yes,Humans,P03951
activator,target,DB11571,yes,Humans,P00488
activator,target,DB11571,yes,Humans,P05160
activator,target,DB11571,yes,Humans,P02671
activator,target,DB11571,yes,Humans,P02675
activator,target,DB11571,yes,Humans,P02679
activator,target,DB11572,yes,Humans,P03951
activator,target,DB11572,yes,Humans,P00451
activator,target,DB11572,yes,Humans,P12259
activator,target,DB11572,yes,Humans,P00488
activator,target,DB11572,yes,Humans,P05160
activator,target,DB11572,yes,Humans,P02671
activator,target,DB11572,yes,Humans,P02675
activator,target,DB11572,yes,Humans,P02679
inhibitor,target,DB11574,yes,Hepatitis C Virus,Q5L478
substrate|inhibitor,enzyme,DB11574,unknown,Humans,P08684
substrate|inhibitor,enzyme,DB11574,unknown,Humans,P20815
substrate|inhibitor,enzyme,DB11574,unknown,Humans,P24462
substrate|inhibitor,enzyme,DB11574,unknown,Humans,Q9HB55
substrate,transporter,DB11574,no,Humans,P08183
antagonist,target,DB11575,yes,Hepatitis C Virus,B0B3C9
substrate,enzyme,DB11575,no,Humans,P08684
substrate,carrier,DB11575,no,Humans,P02768
substrate,carrier,DB11575,no,Humans,P02763
substrate,transporter,DB11575,no,Humans,P08183
substrate,transporter,DB11575,no,Humans,Q9Y6L6
substrate,transporter,DB11575,no,Humans,Q9NPD5
,target,DB11577,unknown,Humans,P35869
inhibitor,target,DB11580,unknown,Humans,P01031
inhibitor,target,DB11581,yes,Humans,P10415
substrate|inhibitor,enzyme,DB11581,no,Humans,P08684
substrate|inhibitor,transporter,DB11581,no,Humans,P08183
inhibitor,transporter,DB11581,unknown,Humans,Q9UNQ0
inhibitor,transporter,DB11581,unknown,Humans,Q9Y6L6
antagonist,target,DB11582,unknown,Humans,P23415
antagonist,target,DB11582,unknown,Humans,O14788
inhibitor,target,DB11586,yes,Hepatitis C virus genotype 1b (isolate BK),P26663
substrate|inducer,enzyme,DB11586,no,Humans,P08684
substrate|inducer,enzyme,DB11586,no,Humans,P20815
substrate,enzyme,DB11586,no,Humans,P11509
substrate,enzyme,DB11586,no,Humans,P20813
substrate,enzyme,DB11586,no,Humans,P11712
substrate,enzyme,DB11586,no,Humans,P33261
