drugbank_id	clinicaltrials_id
DB12107	RPX-7009
DB12107	RPX7009
DB12107	VABORBACTAM
DB12108	GDC-0032
DB12108	TASELISIB
DB12113	CE 224,535
DB12113	CE-224,535
DB12113	CE-224535
DB12114	HM 781-36B
DB12114	HM-781-36B
DB12114	NOV-120101
DB12114	POZIOTINIB
DB12121	ENTOSPLETINIB
DB12121	GS-9973
DB12121	SYK INHIBITOR GS-9973
DB12123	CINEPAZIDE
DB12123	MD 67350 FREE BASE
DB12123	MD-67350 FREE BASE
DB12125	DIANICLINE
DB12125	SSR-591813
DB12125	SSR591813
DB12127	SULTAMICILLIN
DB12128	TZP-101
DB12128	ULIMORELIN
DB12128	ULIMORELIN HYDROCHLORIDE
DB12129	NP-031112
DB12129	NP-12
DB12129	NP031112
DB12129	TIDEGLUSIB
DB12130	LORBRENA
DB12130	LORLATINIB
DB12130	PF-06463922
DB12131	VINPOCETINE
DB12134	GEPOTIDACIN
DB12134	GEPOTIDACIN MESYLATE
DB12134	GSK-2140944
DB12134	GSK2140944
DB12135	ELUBRIXIN
DB12135	SB-656933
DB12135	SB-656933-AAA
DB12135	SB656933
DB12138	PF-03715455
DB12139	ALISPORIVIR
DB12139	DEB 025
DB12139	DEB-025
DB12139	DEB025
DB12139	DEBIO 025
DB12139	DEBIO-025
DB12140	DILMAPIMOD
DB12140	SB-681323
DB12140	SB681323
DB12141	ASP-2215
DB12141	ASP-2215 HEMIFUMARATE
DB12141	ASP2215
DB12141	ASP2215 HEMIFUMARATE
DB12141	GILTERITINIB
DB12141	GILTERITINIB FUMARATE
DB12141	XOSPATA
DB12143	AGN-203818
DB12145	AZD 0328
DB12145	AZD0328
DB12146	ON 01910
DB12146	ON 01910.NA
DB12146	ON-01910
DB12146	ON-01910.NA
DB12146	RIGOSERTIB
DB12146	RIGOSERTIB SODIUM
DB12146	SYB C-1101
DB12147	BALVERSA
DB12147	ERDAFITINIB
DB12147	JNJ-42756493
DB12148	MENAQUINONE 4
DB12148	MENATETRENONE
DB12150	CS-670
DB12150	PELUBIPROFEN
DB12151	BRINCIDOFOVIR
DB12151	CMX 001
DB12151	CMX-001
DB12151	CMX001
DB12153	CERAXON
DB12153	CITICOLINE
DB12153	CITICOLINE SODIUM
DB12154	INCB-039110
DB12154	INCB-039110 ADIPATE
DB12154	INCB039110
DB12154	INCB039110 ADIPATE
DB12154	ITACITINIB
DB12154	ITACITINIB ADIPATE
DB12155	BBI-608
DB12155	BBI608
DB12155	NAPABUCASIN
DB12158	FILOREXANT
DB12158	MK-6096
DB12160	BUCILLAMINE
DB12161	NITOMAN
DB12161	TETRABENAZINE
DB12161	XENAZINE
DB12163	SARPOGRELATE
DB12165	GS-5806
DB12165	PRESATOVIR
DB12170	INXN-1001
DB12170	VELEDIMEX
DB12172	K-1900
DB12172	NAXOGIN
DB12172	NIMORAZOLE
DB12174	CUDC 101
DB12174	CUDC-101
DB12176	AC-1202
DB12176	AC-1204
DB12176	AXONA
DB12176	TRICAPRILIN
DB12177	EPLIVANSERIN
DB12177	SR-46349
DB12177	SR-46349B
DB12177	SR46349
DB12177	SR46349B
DB12178	SC-52151
DB12178	TELINAVIR
DB12180	APITOLISIB
DB12180	GDC-0980
DB12181	DALCETRAPIB
DB12181	JTT-705
DB12181	RO-4607381
DB12181	RO4607381
DB12183	AZD-8931
DB12183	AZD8931
DB12183	SAPITINIB
DB12184	GEPIRONE
DB12185	DX-8951
DB12185	DX-8951F
DB12185	EXATECAN
DB12185	EXATECAN MESILATE HYDRATE
DB12185	EXATECAN MESYLATE
DB12185	EXATECAN METHANESULFONATE DIHYDRATE
DB12188	LU 31-130
DB12188	LU-31-130
DB12188	ZICRONAPINE
DB12190	FAROPENEM
DB12191	GX-15-070MS
DB12191	GX15-070
DB12191	GX15-070MS
DB12191	OBATOCLAX
DB12191	OBATOCLAX MESILATE
DB12191	OBATOCLAX MESYLATE
DB12193	AJULEMIC ACID
DB12193	CPL-7075
DB12193	CPL7075
DB12193	IP-751
DB12193	JBT-101
DB12193	LENABASUM
DB12193	RESUNAB
DB12194	ATAMESTANE
DB12194	SH-489
DB12198	FOSDAGROCORAT
DB12198	PF-04171327
DB12200	ARQ 197
DB12200	ARQ-197
DB12200	TIVANTINIB
DB12201	PF 03654746
DB12201	PF-03654746
DB12203	SYN-115
DB12203	SYN115
DB12203	TOZADENANT
DB12204	BIBV 308 SE
DB12204	BIBV-308-SE
DB12204	BIBV-308SE
DB12204	TERBOGREL
DB12207	KPT-335
DB12207	VERDINEXOR
DB12209	CK-2017357
DB12209	CK2017357
DB12209	TIRASEMTIV
DB12210	AZD6280
DB12212	AOP-200704
DB12212	AOP200704
DB12212	LANDIOLOL
DB12212	LDLL-600
DB12212	LDLL600
DB12212	ONO-1101
DB12216	5-METHOXYPSORALEN
DB12216	BERGAPTEN
DB12221	CANRENONE
DB12221	SC-9376
DB12222	GI-147211C
DB12222	GI147211C
DB12222	LURTOTECAN
DB12225	BECLABUVIR
DB12225	BMS-791325
DB12226	EM 1421
DB12226	EM-1421
DB12226	TERAMEPROCOL
DB12228	MK-0974
DB12228	MK0974
DB12228	TELCAGEPANT
DB12228	TELCAGEPANT POTASSIUM
DB12229	PF-05212365
DB12229	SAM-531
DB12229	WAY-262,531
DB12229	WAY-262531
DB12230	BUNAZOSIN
DB12231	ABATE
DB12231	DIFOS
DB12231	DIPHOS
DB12231	TEMEFOS
DB12231	TEMEPHOS
DB12233	IGURATIMOD
DB12236	BEXAGLIFLOZIN
DB12236	EGT-0001442
DB12236	EGT0001442
DB12239	AAE-581
DB12239	AAE581
DB12239	BALICATIB
DB12241	TAK 733
DB12241	TAK-733
DB12241	TAK733
DB12242	AZD 7762
DB12242	AZD-7762
DB12242	AZD7762
DB12243	EDARAVONE
DB12243	MCI-186
DB12243	NORPHENAZONE
DB12243	RADICAVA
DB12243	RADICUT
DB12245	EGATEN
DB12245	FASINEX
DB12245	TRICLABENDAZOLE
DB12247	AZD 4547
DB12247	AZD-4547
DB12248	TULOBUTEROL
DB12251	MOXAVERINE
DB12253	ARN-810
DB12253	GDC-0810
DB12255	AKB-6548
DB12255	VADADUSTAT
DB12260	RADIPRODIL
DB12260	RGH-896
DB12263	BEGACESTAT
DB12263	GSI-953
DB12264	ATEVIRDINE MESYLATE
DB12264	U-87201E
DB12265	FEXINIDAZOLE
DB12267	ALUNBRIG
DB12267	AP-26113
DB12267	AP26113
DB12267	BRIGATINIB
DB12268	R-1579
DB12268	R1579
DB12268	RO-4876904
DB12268	RO4876904
DB12270	GW-856553X
DB12270	GW856553X
DB12270	LOSMAPIMOD
DB12272	AMG 853
DB12272	AMG-853
DB12272	VIDUPIPRANT
DB12273	ECOPIPAM
DB12273	SCH 39166
DB12273	SCH-39166
DB12278	PROPIVERINE
DB12282	DEFACTINIB
DB12282	DEFACTINIB HYDROCHLORIDE
DB12282	PF-04554878
DB12282	VS-6063
DB12283	BALAPIRAVIR
DB12283	RO-4588161
DB12283	RO4588161
DB12285	MK-8931
DB12285	SCH 900931
DB12285	SCH-900931
DB12285	SCH900931
DB12285	VERUBECESTAT
DB12286	LEVOSIMENDAN
DB12286	OR-1259
DB12286	SIMDAX
DB12286	SIMENDAN
DB12287	TALSACLIDINE
DB12287	TALSACLIDINE FUMARATE
DB12287	WAL 2014 FU
DB12287	WAL-2014-FU
DB12287	WAL-2014FU
DB12291	CI-994
DB12291	GOE 5549
DB12291	GOE-5549
DB12291	PD 123654
DB12291	PD-123654
DB12291	TACEDINALINE
DB12292	BARUSIBAN
DB12293	ACUPAN
DB12293	NEFOPAM
DB12293	NEFOPAM HYDROCHLORIDE
DB12295	DE-112
DB12299	BAVISANT
DB12299	BAVISANT DIHYDROCHLORIDE
DB12299	BAVISANT DIHYDROCHLORIDE MONOHYDRATE
DB12299	BEN-2001
DB12299	JNJ-31001074
DB12301	DORAVIRINE
DB12301	MK-1439
DB12301	MK-1439A
DB12301	PIFELTRO
DB12302	CP-724,714
DB12302	CP-724714
DB12303	MOTOLIMOD
DB12303	VTX-2337
DB12303	VTX-378
DB12305	DASOTRALINE
DB12305	SEP-225289
DB12307	EXEL-2880
DB12307	FORETINIB
DB12307	GSK-1363089
DB12307	GSK-1363089G
DB12307	GSK1363089G
DB12307	XL-880
DB12307	XL880
DB12308	BREXANOLONE
DB12308	ELTANOLONE
DB12308	SAGE-547
DB12308	ZULRESSO
DB12313	DOPACARD
DB12313	DOPEXAMINE
DB12313	DOPEXAMINE DIHYDROCHLORIDE
DB12313	DOPEXAMINE HYDROCHLORIDE
DB12313	FPL 60278
DB12313	FPL-60278
DB12314	CHLORPROGUANIL
DB12314	CHLORPROGUANIL HYDROCHLORIDE
DB12314	LAPUDRINE
DB12318	AC-480
DB12318	AC480
DB12318	BMS 599626
DB12319	BENZBROMARONE
DB12320	PALOVAROTENE
DB12320	RG-667
DB12320	RO-3300074
DB12320	RO3300074
DB12321	BMS-180291
DB12321	IFETROBAN
DB12321	IFETROBAN SODIUM
DB12325	IDASANUTLIN
DB12325	RG-7388
DB12325	RG7388
DB12325	RO-5503781
DB12325	RO5503781
DB12329	ERAVACYCLINE
DB12329	TP-434
DB12329	XERAVA
DB12332	AG-014699
DB12332	AG-14699
DB12332	AG014699
DB12332	C0-338
DB12332	PF-01367338
DB12332	PF01367338
DB12332	RUBRACA
DB12332	RUCAPARIB
DB12332	RUCAPARIB CAMSYLATE
DB12332	RUCAPARIB PHOSPHATE
DB12338	CARISBAMATE
DB12338	RWJ-333369
DB12338	YKP-509
DB12339	RADEZOLID
DB12339	RX-1741
DB12340	A-855071.0
DB12340	ABT-263
DB12340	NAVITOCLAX
DB12343	BRL-17421
DB12343	TEMOCILLIN
DB12350	ROSTAFUROXIN
DB12352	BIZELESIN
DB12352	U 77779
DB12352	U-77779
DB12353	BCX-4208
DB12353	BCX4208
DB12353	R-3421
DB12353	ULODESINE
DB12355	NETAZEPIDE
DB12355	YF-476
DB12357	BMS-863233
DB12357	XL-413
DB12358	ENBUCRILATE
DB12358	N-BUTYL CYANOACRYLATE
DB12358	PERIACRYL
DB12360	PF-03654764
DB12361	PICLOZOTAN
DB12361	SUN-N-4057
DB12364	BETRIXABAN
DB12364	PRT-054021
DB12364	PRT054021
DB12365	EAA-090
DB12365	PERZINFOTEL
DB12367	BGG-492
DB12367	BGG492
DB12367	SELURAMPANEL
DB12369	AEB-071
DB12369	AEB071
DB12369	SOTRASTAURIN
DB12369	SOTRASTAURIN ACETATE
DB12370	IPAMORELIN
DB12371	BAF-312
DB12371	BAF312
DB12371	SIPONIMOD
DB12376	ACY-1215
DB12376	RICOLINOSTAT
DB12377	MK-7655
DB12377	RELEBACTAM
DB12378	APRICOXIB
DB12378	CS-706
DB12378	TG-01
DB12381	LY-2801653
DB12381	LY2801653
DB12381	MERESTINIB
DB12387	OSI 027
DB12387	OSI-027
DB12390	MBX-8025
DB12390	SELADELPAR
DB12391	BAY86-5302
DB12391	DE-03757
DB12391	SAGOPILONE
DB12391	ZK 219477
DB12391	ZK-219477
DB12393	ZK-200775
DB12393	ZK200775
DB12394	ELECLAZINE
DB12394	GS-6615
DB12395	EDRONAX
DB12395	ESREBOXETINE
DB12395	PNU-165442G
DB12395	PROLIFT
DB12395	REBOXETINE
DB12395	REBOXETINE MESILATE
DB12395	REBOXETINE MESYLATE
DB12395	VESTRA
DB12398	LT-NS001
DB12399	CG-100649
DB12399	CG100649
DB12399	POLMACOXIB
DB12400	SAR-245409
DB12400	SAR245409
DB12400	VOXTALISIB
DB12400	XL-765
DB12400	XL765
DB12402	PUMOSETRAG
DB12406	CT 1501R
DB12406	CT-1501R
DB12406	LISOFYLLINE
DB12406	PROTEC
DB12407	IOBITRIDOL
DB12410	SABARUBICIN
DB12412	GEMIGLIPTIN
DB12412	LC-15-0444
DB12412	LC15-0444
DB12414	JNJ-16269110
DB12414	JNJ16269110
DB12414	R-256918
DB12414	R256918
DB12415	GALETERONE
DB12415	TOK 001
DB12415	TOK-001
DB12418	SACCHARIN
DB12423	FOZIVUDINE TIDOXIL
DB12424	MK 3207
DB12424	MK3207
DB12425	CYTOMEL
DB12425	LIOTHYRONINE
DB12425	LIOTHYRONINE I 131
DB12425	LIOTHYRONINE SODIUM
DB12425	TRIOSTAT
DB12426	BITOPERTIN
DB12426	RO-4917838
DB12426	RO4917838
DB12427	GW-823296B
DB12427	GW823296B
DB12427	ORVEPITANT
DB12427	ORVEPITANT MALEATE
DB12429	CI 1040
DB12429	CI-1040
DB12430	BC-3781
DB12430	LEFAMULIN
DB12432	CC-401
DB12435	MN-001
DB12435	TIPELUKAST
DB12436	GR-205171
DB12436	GR205171
DB12436	VOFOPITANT
DB12438	MBX-400
DB12438	ZSM-I 62
DB12438	ZSM-I62
DB12439	AN-113111
DB12439	GE-145
DB12439	IOFORMINOL
DB12441	MIM-D3
DB12441	TAVILERMIDE
DB12442	ALVESPIMYCIN
DB12442	ALVESPIMYCIN HYDROCHLORIDE
DB12442	BMS-826476
DB12442	KOS-1022
DB12442	NSC-707545
DB12443	MRE-0094
DB12443	MRE0094
DB12443	SONEDENOSON
DB12446	SLV-320
DB12446	SLV320
DB12447	NADIFLOXACIN
DB12447	OPC 7251
DB12447	OPC-7251
DB12448	K 12148
DB12448	K-12148
DB12448	LIFIBROL
DB12450	PROPYL GALLATE
DB12455	NUZYRA
DB12455	OMADACYCLINE
DB12455	PTK 0796
DB12455	PTK-0796
DB12457	BMS-927711
DB12457	RIMEGEPANT
DB12459	BELOTECAN HYDROCHLORIDE
DB12459	CKD-602
DB12462	APD-811
DB12462	APD811
DB12462	RALINEPAG
DB12463	LY-450139
DB12463	LY450139
DB12463	SEMAGACESTAT
DB12464	ADL-5945
DB12464	ADL5945
DB12464	BEVENOPRAN
DB12464	CB-5945
DB12464	CB5945
DB12465	KETANSERIN
DB12466	AVIGAN
DB12466	FAVIPIRAVIR
DB12466	T-705
DB12470	ACH-126,443
DB12470	ACH-126443
DB12470	DEXELVUCITABINE
DB12470	DPC-817
DB12470	ELVUCITABINE
DB12470	INCB-8721
DB12470	REVERSET
DB12470	YZ-817
DB12472	DITUSTAT
DB12472	DROPROPIZINE
DB12472	LEVODROPROPIZINE
DB12472	LEVOPRONT
DB12472	LEVOTUSS
DB12473	TAUROLIDINE
DB12474	LYNESTRENOL
DB12478	ET-495
DB12478	EU-4200
DB12478	PIRIBEDIL
DB12478	TRIVASTAL
DB12479	ZABOFLOXACIN
DB12482	ACOTIAMIDE
DB12482	ACOTIAMIDE HYDROCHLORIDE
DB12482	YM-443
DB12482	YM443
DB12482	Z-338
DB12483	BAY 80-6946
DB12483	BAY 80-6946 DIHYDROCHLORIDE
DB12483	BAY-80-6946
DB12483	BAY-80-6946 DIHYDROCHLORIDE
DB12483	BAY80-6946
DB12483	COPANLISIB
DB12483	COPANLISIB HYDROCHLORIDE
DB12485	PIMONIDAZOLE
DB12485	RO 03-8799
DB12485	RO-03-8799
DB12485	RO-038799
DB12486	A-3309
DB12486	A3309
DB12486	ELOBIXIBAT
DB12491	FASIGLIFAM
DB12492	PIRITRAMIDE
DB12494	SGI-1776
DB12495	FE-202158
DB12495	FE202158
DB12495	SELEPRESSIN
DB12497	ALAGEBRIUM CHLORIDE
DB12497	ALT-711
DB12499	CB-03-01
DB12500	FEDRATINIB
DB12500	SAR-302503
DB12500	SAR302503
DB12500	TG-101348
DB12500	TG101348
DB12511	TAK-559
DB12512	GSK-561,679
DB12512	GSK-561679
DB12512	GSK-561679A
DB12512	GSK561679A
DB12512	NBI-77860
DB12512	VERUCERFONT
DB12514	IOFOLASTAT I 123
DB12514	MIP 1072
DB12514	MIP-1072
DB12517	PF-00446687
DB12518	RACLOPRIDE
DB12518	RACLOPRIDE C 11
DB12522	JNJ-38518168
DB12522	TOREFORANT
DB12523	MIZOLASTINE
DB12523	MIZOLLEN
DB12526	BATEFENTEROL
DB12527	ABT-894
DB12529	SODIUM NITRITE
DB12531	BMS-180194
DB12531	LOBUCAVIR
DB12531	SQ 34,514
DB12531	SQ-34514
DB12532	OXETACAINE
DB12532	OXETHAZAINE
DB12533	CEVIPABULIN
DB12533	TTI-237
DB12538	NEPADUTANT
DB12539	OLTIPRAZ
DB12540	LECOZOTAN
DB12540	LECOZOTAN HYDROCHLORIDE
DB12540	SRA-333
DB12543	ALKS 33
DB12543	ALKS-33
DB12543	RDC-0313
DB12543	SAMIDORPHAN
DB12545	IBUSTRIN
DB12545	INDOBUFEN
DB12545	K-3920
DB12548	PS-433540
DB12548	PS433540
DB12548	RE-021
DB12548	SPARSENTAN
DB12550	LY-2940680
DB12550	LY2940680
DB12550	TALADEGIB
DB12551	IDAZOXAN
DB12554	MEBEVERINE
DB12554	MEBEVERINE HYDROCHLORIDE
DB12555	APD-125
DB12555	APD125
DB12555	NELOTANSERIN
DB12556	MK 5108
DB12556	MK-5108
DB12556	MK5108
DB12558	AEE 788
DB12558	AEE-788
DB12558	AEE788
DB12558	NVP-AEE-788
DB12558	NVP-AEE788
DB12562	ACT-129968
DB12562	KYTH-105
DB12562	SETIPIPRANT
DB12563	MK0686
DB12564	CO-1.01
DB12564	CO-101
DB12564	CP-4126
DB12564	GEMCITABINE ELAIDATE
DB12565	ABEXINOSTAT
DB12565	CRA 024781
DB12565	CRA 24781
DB12565	CRA-024781
DB12565	PCI 24781
DB12565	PCI-24781
DB12565	PZP-115891
DB12565	PZP115891
DB12565	S-78454
DB12565	S78454
DB12566	VX-509
DB12567	CAMICINAL
DB12567	GSK-962040
DB12567	GSK962040
DB12569	BG-9928
DB12569	BG9928
DB12569	TONAPOFYLLINE
DB12571	RIMACALIB
DB12571	SMP-114
DB12572	BMS-562086
DB12572	PEXACERFONT
DB12573	LY-2452473
DB12573	LY2452473
DB12573	OPK-88004
DB12577	CA 4P
DB12577	CA-4DP
DB12577	CA4DP
DB12577	COMBRETASTATIN A-4 PHOSPHATE
DB12577	FOSBRETABULIN
DB12577	FOSBRETABULIN DISODIUM
DB12577	FOSBRETABULIN TROMETHAMINE
DB12580	LY-686017
DB12580	LY686017
DB12580	TRADIPITANT
DB12580	VLY-686
DB12582	PIPERINE
DB12587	PZ-601
DB12587	RAZUPENEM
DB12587	SM-216601
DB12587	SMP-601
DB12588	AZD 1480
DB12588	AZD-1480
DB12588	AZD1480
DB12590	INDIPLON
DB12590	NBI-34060
DB12591	BMS-911543
DB12591	JAK2 INHIBITOR BMS-911543
DB12593	APAZIQUONE
DB12593	EOQUIN
DB12593	QAPZOLA
DB12594	AZD 9056
DB12594	AZD9056
DB12598	FUT-175
DB12598	NAFAMOSTAT
DB12598	NAFAMOSTAT DIMETHANESULFONATE
DB12598	NAFAMOSTAT MESILATE
DB12598	NAFAMOSTAT MESYLATE
DB12601	PX-866
DB12604	SCH 13475
DB12604	SISOMICIN
DB12604	SISOMICIN SULFATE
DB12605	ETRIPAMIL
DB12605	MSP-2017
DB12606	882C-87
DB12606	882C87
DB12606	NETIVUDINE
DB12608	ACU-4429
DB12608	EMIXUSTAT
DB12608	EMIXUSTAT HYDROCHLORIDE
DB12612	OZANIMOD
DB12612	RPC-1063
DB12612	RPC-1063 HCL
DB12612	RPC1063
DB12612	RPC1063 HCL
DB12613	AL-108
DB12613	AL-208
DB12613	DAVUNETIDE
DB12614	DF 1681Y
DB12614	DF-1681Y
DB12614	REPARIXIN
DB12615	ACHN-490
DB12615	PLAZOMICIN
DB12615	ZEMDRI
DB12617	BREDININ
DB12617	MIZORIBINE
DB12623	PF 04217329
DB12623	PF-04217329
DB12623	PF04217329
DB12624	LAS-189962
DB12624	LAS189962
DB12624	OCTENIDINE
DB12624	OCTENIDINE DIHYDROCHLORIDE
DB12624	OCTENIDINE HYDROCHLORIDE
DB12624	WIN 41464-2
DB12624	WIN-41464-2
DB12635	PAZ-417
DB12637	ONAPRISTONE
DB12637	ZK-299
DB12637	ZK-98299
DB12641	LU AA24530
DB12641	LU-AA24530
DB12642	DRM-01B
DB12642	DRM01B
DB12642	OLUMACOSTAT GLASARETIL
DB12643	SSR-149,415
DB12643	SSR-149415
DB12643	SSR149415
DB12644	AZD 2066
DB12644	AZD2066
DB12649	BMS-646256
DB12649	IBIPINABANT
DB12650	ELDEPRYL
DB12650	EMSAM
DB12650	SELEGILINE
DB12650	SELEGILINE HYDROCHLORIDE
DB12650	ZELAPAR
DB12651	BARDOXOLONE
DB12655	FIN-5
DB12655	IP9 FREE BASE
DB12655	IPI 926
DB12655	IPI-926
DB12655	IPI-926 FREE BASE
DB12655	PATIDEGIB
DB12655	SARIDEGIB
DB12660	SAMATASVIR
DB12661	EBRANTIL
DB12661	URAPIDIL
DB12662	LY-519818
DB12662	LY519818
DB12662	NAVEGLITAZAR
DB12663	LETRAZURIL
DB12666	AC-5216
DB12666	EMAPUNIL
DB12666	XBD-173
DB12666	XBD173
DB12667	PROTHIONAMIDE
DB12667	PROTIONAMIDE
DB12670	KW 3902
DB12670	KW-3902
DB12670	MK-7418
DB12670	ROLOFYLLINE
DB12676	ANX-510
DB12676	FOLITIXORIN
DB12676	FOLITIXORIN CALCIUM
DB12677	AURISTATIN PE
DB12677	SOBLIDOTIN
DB12677	TZT-1027
DB12680	GSK-742457
DB12680	GSK742457
DB12680	INTEPIRDINE
DB12680	RVT-101
DB12680	SB-742457
DB12681	SALIRASIB
DB12682	MUBRITINIB
DB12682	TAK-165
DB12686	PHA-793887
DB12687	GS-9620
DB12687	VESATOLIMOD
DB12689	AZELIRAGON
DB12689	PF-04494700
DB12689	TTP-488
DB12689	TTP488
DB12690	LY 2584702
DB12690	LY-2584702
DB12690	LY2584702
DB12692	BMS-181173
DB12692	BMY-42215-1
DB12692	GUSPERIMUS
DB12692	GUSPERIMUS HYDROCHLORIDE
DB12692	GUSPERIMUS TRIHYDROCHLORIDE
DB12692	NKT-01
DB12692	SPANIDIN
DB12693	R 55,667
DB12693	R-55667
DB12693	RITANSERIN
DB12696	BMS-582949
DB12702	TD-5108
DB12702	VELUSETRAG
DB12703	GSK-2126458
DB12703	GSK2126458
DB12704	SPIRADOLINE
DB12704	U-62066E
DB12708	CP-34,089
DB12708	CP-34089
DB12708	SULPROSTONE
DB12708	ZK-57671
DB12710	PERAZINE
DB12712	PILSICAINIDE
DB12713	LX-4211
DB12713	LX4211
DB12713	SOTAGLIFLOZIN
DB12714	NERISPIRDINE
DB12715	MSX 122
DB12715	MSX-122
DB12717	LY 451395
DB12717	LY-451395
DB12717	LY451395
DB12717	MIBAMPATOR
DB12719	FXR-450
DB12719	WAY-362450
DB12719	XL-335
DB12719	XL335
DB12720	GS-9450
DB12720	LB-84451
DB12720	LB84451
DB12727	NSC-181815
DB12727	PERFOSFAMIDE
DB12727	PERGAMID
DB12729	ASP 3026
DB12729	ASP-3026
DB12729	ASP3026
DB12732	FIRATEGRAST
DB12732	SB-683699
DB12733	ADX-48621
DB12733	ADX48621
DB12733	DIPRAGLURANT
DB12736	ETANIDAZOLE
DB12736	NSC-301467
DB12736	SR 2508
DB12736	SR-2508
DB12739	AF 2838
DB12739	AF-2838
DB12739	BINDARIT
DB12742	AMUVATINIB
DB12742	MP 470
DB12742	MP-470
DB12742	MP470
DB12744	JI-101
DB12745	GSK 690693
DB12745	GSK-690693
DB12745	GSK690693
DB12751	MALIC ACID
DB12752	BUCINDOLOL
DB12752	BUCINDOLOL HYDROCHLORIDE
DB12752	GENCARO
DB12756	TAK-901
DB12757	AG-2037
DB12757	AG2037
DB12757	PELITREXOL
DB12758	A-85761
DB12758	A-85761.0
DB12758	ABT-761
DB12758	ATRELEUTON
DB12758	VIA-2291
DB12761	TIMCODAR
DB12761	TIMCODAR DIMESYLATE
DB12761	VX-853
DB12761	VX-853-2
DB12762	GS-9219
DB12766	BN-1270
DB12766	CICLETANINE
DB12769	LOMETREXOL
DB12769	LOMETREXOL SODIUM
DB12769	LY-264618 DISODIUM
DB12769	LY264618 DISODIUM
DB12770	LAFUTIDINE
DB12774	AZD 8055
DB12774	AZD-8055
DB12774	AZD8055
DB12776	E6005
DB12776	RVT-501
DB12777	DG-3173
DB12777	DG3173
DB12777	VELDOREOTIDE
DB12778	GMI-1070
DB12778	PF-06460031
DB12778	RIVIPANSEL
DB12780	QUINFAMIDE
DB12781	BALAGLITAZONE
DB12783	BENSERAZIDE
DB12783	RO 4-4602
DB12783	RO-4-4602
DB12787	NILEVAR
DB12787	NORETHANDROLONE
DB12796	CONTEZOLID
DB12796	MRX-I
DB12798	RELENOPRIDE
DB12798	YKP-10811
DB12798	YKP10811
DB12799	LANIQUIDAR
DB12802	AXL-1717
DB12802	CONDYLOX
DB12802	PICROPODOPHYLLIN
DB12802	PODOFILOX
DB12802	PODOPHYLLOTOXIN
DB12804	BAY H 2049
DB12804	BAY-H-2049
DB12804	DANIQUIDONE
DB12804	NSC-320846
DB12805	ATACIGUAT
DB12808	CD-5789
DB12808	CD5789
DB12808	TRIFAROTENE
DB12812	P-529
DB12812	PALOMID-529
DB12817	AZD-0914
DB12817	AZD0914
DB12817	ETX-0914
DB12817	ETX0914
DB12817	ZOLIFLODACIN
DB12821	AI-700
DB12821	PERFLUBUTANE
DB12821	SONAZOID
DB12823	ATI-5923
DB12823	TECARFARIN
DB12825	BC-3781
DB12825	LEFAMULIN
DB12827	D-1MT
DB12827	INDOXIMOD
DB12829	AMITHIOZONE
DB12829	TB I-698
DB12829	THIACETAZONE
DB12829	THIOACETAZONE
DB12830	CEBRANOPADOL
DB12830	GRT-6005
DB12830	GRT6005
DB12831	GABEXATE
DB12832	LEO-1031
DB12832	NSC-134087
DB12832	PREDNIMUSTINE
DB12832	STERECYT
DB12832	STEREOCYT
DB12833	SEDIEL
DB12833	SM-3997
DB12833	TANDOSPIRONE
DB12833	TANDOSPIRONE CITRATE
DB12834	SECNIDAL
DB12834	SECNIDAZOLE
DB12834	SOLOSEC
DB12834	SYM-1219
DB12836	AAT-007
DB12836	CJ 023423
DB12836	CJ-023423
DB12836	GRAPIPRANT
DB12836	RQ-00000007
DB12840	SP 304
DB12840	SP-304
DB12846	BRONCHOSPASMIN
DB12846	REPROTEROL
DB12846	REPROTEROL HYDROCHLORIDE
DB12848	MET TYROSINE KINASE INHIBITOR PF-04217903
DB12848	PF-04217903
DB12848	PF-4217903
DB12850	LY-293111
DB12850	LY293111
DB12857	LEQ 506
DB12857	LEQ-506
DB12857	LEQ506
DB12858	LY377604
DB12861	RIMEPORIDE
DB12863	ELASPOL
DB12863	ONO-5046
DB12863	ONO-5046.NA
DB12863	SIVELESTAT
DB12863	SIVELESTAT SODIUM
DB12863	SIVELESTAT SODIUM HYDRATE
DB12864	MEL B
DB12864	MELARSOPROL
DB12865	AMG 416
DB12865	AMG-416
DB12865	ETELCALCETIDE
DB12865	ETELCALCETIDE HYDROCHLORIDE
DB12865	KAI-4169
DB12865	PARSABIV
DB12865	VELCALCETIDE
DB12866	LCQ908A
DB12866	PRADIGASTAT
DB12867	ANQUIL
DB12867	BENPERIDOL
DB12868	INTOPLICINE
DB12869	ELIPRODIL
DB12873	DIANHYDROGALACTITOL
DB12873	NSC-132313
DB12873	VAL-083
DB12874	AC-010220
DB12874	AC-220
DB12874	AC010220
DB12874	AC220
DB12874	ASP-2689
DB12874	QUIZARTINIB
DB12874	QUIZARTINIB DIHYDROCHLORIDE
DB12875	JNJ-39439335
DB12877	OXATOMIDE
DB12877	R 35,443
DB12877	R-35443
DB12877	TINSET
DB12878	AV-101
DB12879	OMIGAPIL
DB12883	ELTOPRAZINE
DB12885	CF-102
DB12885	CF102
DB12885	CL-IB-MECA
DB12885	NAMODENOSON
DB12889	S-2367
DB12889	VELNEPERIT
DB12894	935-U-83
DB12894	935U83
DB12894	RALURIDINE
DB12900	CEP-26401
DB12900	IRDABISANT
DB12901	FIACITABINE
